13.12.2022 20:36 - Start
13.12.2022 20:36 - User has selected command 1
13.12.2022 20:36 - User has entered name; {name}
13.12.2022 20:36 - User has entered surname; {surname}
13.12.2022 20:36 - User has entered name; {phone}
13.12.2022 20:36 - User has entered surname; {description}
13.12.2022 20:36 - Start
13.12.2022 20:36 - User has selected command 1
13.12.2022 20:37 - User has entered name; {name}
13.12.2022 20:37 - User has entered surname; {surname}
13.12.2022 20:37 - User has entered name; {phone}
13.12.2022 20:37 - User has entered surname; {description}
13.12.2022 20:37 - Start
13.12.2022 20:37 - User has selected command 1
13.12.2022 20:37 - User has entered name; {name}
13.12.2022 20:37 - User has entered surname; {surname}
13.12.2022 20:37 - User has entered name; {phone}
13.12.2022 20:37 - User has entered surname; {description}
13.12.2022 20:38 - Start
13.12.2022 20:38 - User has selected command 1
13.12.2022 20:38 - User has entered name; {name}
13.12.2022 20:38 - User has entered surname; {surname}
13.12.2022 20:38 - User has entered name; {phone}
13.12.2022 20:38 - User has entered surname; {description}
13.12.2022 20:38 - User has selected command 2
13.12.2022 20:39 - Start
13.12.2022 20:39 - User has selected command 2
13.12.2022 20:54 - Start
13.12.2022 20:54 - User has selected command 2
13.12.2022 20:54 - User has selected command 1
13.12.2022 20:54 - User has entered name; dsf
13.12.2022 20:54 - User has entered surname; sdf
13.12.2022 20:54 - User has entered name; {phone}
13.12.2022 20:54 - User has entered surname; {description}
13.12.2022 20:55 - User has selected command 2
13.12.2022 21:04 - Start
13.12.2022 21:04 - User has selected command 5
13.12.2022 21:05 - Start
13.12.2022 21:05 - User has selected command 2
13.12.2022 21:05 - User has selected command 1
13.12.2022 21:05 - User has entered name; rtyerufdhg
13.12.2022 21:05 - User has entered surname; wrwer
13.12.2022 21:05 - User has entered name; 234234
13.12.2022 21:05 - User has entered surname; trw
13.12.2022 21:05 - User has selected command 2
13.12.2022 21:05 - User has selected command 1
13.12.2022 21:05 - User has entered name; fdgdfg
13.12.2022 21:05 - User has entered surname; ertert
13.12.2022 21:05 - User has entered name; 24234
13.12.2022 21:05 - User has entered surname; wrwr
13.12.2022 21:05 - User has selected command 2
13.12.2022 21:06 - User has selected command 5
13.12.2022 21:06 - Start
13.12.2022 21:06 - User has selected command 2
13.12.2022 21:10 - User has selected command 5
13.12.2022 21:10 - Start
13.12.2022 21:10 - User has selected command 1
13.12.2022 21:10 - User has entered name; werwet
13.12.2022 21:10 - User has entered surname; erewr
13.12.2022 21:10 - User has entered name; 234234
13.12.2022 21:10 - User has entered surname; qweqe
13.12.2022 21:10 - User has selected command 2
13.12.2022 21:10 - User has selected command 2
13.12.2022 21:10 - User has selected command 2
13.12.2022 21:10 - User has selected command 1
13.12.2022 21:10 - User has entered name; Last
13.12.2022 21:10 - User has entered surname; Last
13.12.2022 21:11 - User has entered name; 0987
13.12.2022 21:11 - User has entered surname; Outlast
13.12.2022 21:11 - User has selected command 2
13.12.2022 21:12 - User has selected command 5
13.12.2022 21:12 - Start
13.12.2022 21:12 - User has selected command 2
13.12.2022 21:12 - User has selected 1
13.12.2022 21:12 - User has selected command 2
13.12.2022 21:12 - User has selected 2
13.12.2022 21:14 - User has selected command 5
13.12.2022 21:14 - Start
13.12.2022 21:14 - User has selected command 2
13.12.2022 21:14 - User has selected 1
13.12.2022 21:14 - User has selected command 2
13.12.2022 21:14 - User has selected 2
